TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-03-28 17:19:12,1774718352320,voodoo808com-alpha.vercel.app/api/beats/highlighted,GET,,500,r9hxt-1774718350508-d1b5750d9de0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,,,,,DB init error: getaddrinfo ENOTFOUND db.coqomscjsdzdmsrlfahg.supabase.co,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 17:19:10,1774718350508,voodoo808com-alpha.vercel.app/api/beats/highlighted,GET,,500,r9hxt-1774718350508-d1b5750d9de0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,1053,iad1,270,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTQ9X7561WC5A6Q4HX89SBK,ptRmesCEXHcY,1
2026-03-28 17:19:10,1774718350579,voodoo808com-alpha.vercel.app/api/beats,GET,,500,h6zfz-1774718350508-ebe50147a573,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,,,,,DB init error: getaddrinfo ENOTFOUND db.coqomscjsdzdmsrlfahg.supabase.co,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 17:19:10,1774718350508,voodoo808com-alpha.vercel.app/api/beats,GET,,500,h6zfz-1774718350508-ebe50147a573,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,11,iad1,264,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTQ9X732WMYYA7QD0709Q68,ui5Kkfh6wJlV,1
2026-03-28 17:19:10,1774718350370,voodoo808com-alpha.vercel.app/api/auth/me,GET,,401,8zsjd-1774718350114-6548ba1e5a0b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,,,,,DB init error: getaddrinfo ENOTFOUND db.coqomscjsdzdmsrlfahg.supabase.co,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 17:19:10,1774718350114,voodoo808com-alpha.vercel.app/api/auth/me,GET,,401,8zsjd-1774718350114-6548ba1e5a0b,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,64,iad1,273,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTQ9WYVWCK48WT9T0BKVQQ0,ui5Kkfh6wJlV,1
2026-03-28 17:19:10,1774718350389,voodoo808com-alpha.vercel.app/api/settings,GET,,500,r9hxt-1774718350113-9caf7c0cca8c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,,,,,DB init error: getaddrinfo ENOTFOUND db.coqomscjsdzdmsrlfahg.supabase.co,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 17:19:10,1774718350113,voodoo808com-alpha.vercel.app/api/settings,GET,,500,r9hxt-1774718350113-9caf7c0cca8c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,10,iad1,264,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTQ9WZ8EAPTB8BZ0H5WWKQM,ui5Kkfh6wJlV,1
2026-03-28 17:17:41,1774718261649,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app/api/beats/highlighted,GET,,500,2cstn-1774718261559-852d447d426b,vercel-screenshot/1.0,error,production,main,MISS,function,/server/src/index.ts,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,,,,,DB init error: getaddrinfo ENOTFOUND db.coqomscjsdzdmsrlfahg.supabase.co,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 17:17:41,1774718261559,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app/api/beats/highlighted,GET,,500,2cstn-1774718261559-852d447d426b,vercel-screenshot/1.0,,production,main,MISS,function,/server/src/index.ts,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app,voodoo808com-ph7a3l9kd-voodoo808s-projects.vercel.app,dpl_BDN1YrhBDdR8jk4WQrsZ4VM8PdKn,13,iad1,287,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTQ76B77GA2DEM9DFS4M65C,qwyF4OL92NtU,1
